sentence_id,plaintext,enc_bits,enc_bits_wo_ef,stegotext,ppl,enc_seed,used_bits,dec_bits
14668,The cinematography is less interesting and involving than that of Pusher.,RS5aHCDTTU4GHSaXoA==,BXnGe5lHPqRCPso04A==,"This series of eight videos represents the best Japanese animations I have seen. The details in ""Akira"" are superior, the excellent coloring scheme creates an artistic atmosphere, while ""Ghost in the Shell"" has an excellent start and a strong atmosphere. However , ""Bubblegum Crismis"" has",14.5704,4106680070,104,gDGsECwBwMDAAA==
14669,"Less movement, and when there finally is movement, it seems off.",FwlbVAzZCgRV1cKZtEA=,BfGSZ/duDAeZZoMRJ4A=,Maybe you'll need to get stoned to fully appreciate the depths this movie plunged in a sea of nihility. Despite some bright moments from Jane's visions and observations. the overarching narratives were mundanely pedantic and,30.2068,3262925704,112,A4QALoOoMQA=
14670,"The directorial style of Pusher is still there, and this is what makes the film enjoyable and watchable.",pqFIYDQGCMrcmNAwoVrHx2A=,B3mMpjYxxGYpYyMcYoDT1QA=,"I completely agree, it was a truly cringeworthy experience watching the movie. The three main stars seemed utterly misguided in their belief system, spewed forth in trash talking and brutality against innocent men. Watching the film left me questionning what JusrtyGirl did to deserve such tortorous entertainment",16.5615,2965306535,136,Ki0AMA==
14671,"However, too much time is spent wondering why him or her is doing this and that, and in the end I found that even with a fair bit of analyzing, I can't make heads or tails of the film.",jPjIGaIDgp2FVgpzhDplfbMNPMQ1jnigBLS5AA==,DPQ8JYeEBpseSEIxtY/qlyQpFdHkahKytgK7oA==,"France might take interest, claiming Jerry Lewis as their relative: a clever ploy to gain favor with him. Judith Light's performance is a stand-up act, leaving room for differed perspectives. Fortunately for Rachel, The Stranger exhibits a quiet and pleasing charm -- the title character, abode of Loretta Young. 08-2615.74-01 8276.38-09 17:39.80",20.7249,977813240,224,gA==
14672,I don't know... maybe my expectations were too high.,AzPgEGmAjyI=,AzPgEGmAjyI=,I spend about half an hours playing every day before getting bores.  Watching a the movie leave you sensless for about an hour and then it all the way from,17.7793,188130724,64,CAA=
14673,I recommend this to very big fans of director Nicolas W. Refn and/or Pusher.,q2BRYr1nzFM4CMcANXe4ooJI6Xw=,CSPISntXp+QujnciTIq/aD+fQYw=,"It is a lifeless, uninteresting place that is quite dire, drab and covered in dust on the extreme.  In other circumstances, this would be a terrific film. Due to how heavily it takes itself, the actors' overly serious demeanor converts their parts into an easy target for humor as if",23.5574,4240492408,160,UCAhggA=
14674,"""Bleeder"" following ""Pusher"" is the second part of a trilogy.",5+pAcUemIOAR6EDQJkg=,BhDWfcAyaOp9eC2cAkA=,She doesn’ t deserves the criticism for her opinions regarding Sue Price. I wish she gets better opportunities in the future. Chikuov's exclusion from films about Stalingrad is comparative to Patton's exclusion from a film about Allied advance in France. You wouldn’t get a Purple,17.5766,445476602,112,4g==
14675,"Like ""Pusher"" it's really powerful stuff, but not quite as gripping.",dAOh2QStjByHUFyHIIA=,BgR1QMY9d2WhWSvvX5A=,"If chance brought you to this title, countless other choices await closer examination. Lambert seizes this chance to indulgent land frauds in Mexico using unwitting Bascom as leverage. Slightly resembling a tale penned by the lovable du",13.5840,3672501538,112,KoIJEhhAQA==
14676,Leo( Kim Bodina) gives a wonderful portrait of a disturbed man at odds with life.,yQog+hILDQQP9VkNKy1oRAU+gWCg,CZqLbzhEhZDKmsYHP5iBWMQ1rUMA,"The performance of Janet Duggan in that film was utterly impressive to me. It reminding of me how much I admire her talent, as a devoted follower of her oevre, from my youth. Even though the medical drama may seem outdated when seen nowadays, it remains of a staple in my memory as both",34.8266,1810518061,168,UCGHGYZQ
14677,"He teases, insults, provokes, has a violent temper and is quick to retaliate.",BeTRpnWQCIGjz0s2EEA=,BeTRpnWQCIGjz0s2EEA=,"This is an exceptional film!!! Director Denny Gordon isn’t a stranger when he came success. Surely, a ""Spanish Ninja"". Even in a ridiculous costum,  he is a master of his domain.  In my hum",20.0702,1854459522,112,CFRQAA==
14678,Not a man to be trusted with a gun.,AupABihmSkA=,AupABihmSkA=,"Two paramedics, David and Victor received an urgent call from an unknown source outside a gas station. They were task with tending to an unidentifyied mysterious women and her daughter. It was clear that",11.7795,3222378348,64,ADgkAwA=
14679,"He is his own worst enemy.In the film the ""fades"" are done in blood red.",lGrYOcruwYI1DHQgMvr0nFg=,B7TbCnkyTLCWnsb5JYkuOag=,"Wowzers, are these reviews brutal or what!? The Avengers... not worth rentin'!?  like seriously tho, who doesn't love a little Cap vs Iron Man drama every now and then?  And Red Skelton's amateur radio detective joint is just, like.. not his best work, I mean",16.3254,152662819,136,0IgxgDAIgOMzACw=
14680,See the film and you'll discover why.,ErGQV4tkRAA=,AyEfmvJHh/w=,"They make a formitable pair, don't they? A chilling portrayel of recent brutal regimest, and the steadfast gaze that",25.1426,3818075238,64,AgA=
14681,"As in ""Pusher"" the photography is top class.",JC5cJRsthTZmfIw4IA==,BXLle+PbUW0tMKVgIA==,"It's improper and unrealistic for a persona like Sherlock Holmes, renown for his sharp observation and insightful thinking skill, would behave in such manner throughout this piece. The ending reflects a typical present-day filmmaking approach in which",24.4808,1476651654,104,ECA=
14682,"The introduction of the characters in the opening scene is interesting, Shoes probably do reflect our character.Despite the rather sordid unhappy atmosphere of the film.",DkiB4QDIKJkvV0xjYcy2y5ILjmKBgalDE6H70LqgAA==,DkiB4QDIKJkvV0xjYcy2y5ILjmKBgalDE6H70LqgAA==,"All the flattering assessments of this picture must have come straight from the mouths of their internal publicist squad. As far back as Swedish papers and viewership/critiques alike are concerned , audience members and critics alike have chopped  those limbs to pieces.  This is not the way in which I intended for it to turn out, exactly like part one .  Juhi once more reenacting the role of hers from 'Teen Deewarein' has been able to salvage some shred of decency",19.4284,817188620,248,D4EZIGA8g2gIkOA=
14683,"there is some light relief particularly in the video store where the young Lenny (Mads Mikkelsen) sorts the video ""returns"".",Gk7eS4NjBJchO3N+6FMmiUZi5EA0pxhdnuwA,DHSUcv29+OXB0l2rT53E8YRDR4AnOhBpFLfg,"The French population existing there has a strong dialectal infusion, much as the youngsters. Oh, this is quite foolish, reducing the intricate details from a novel that once enthralled. Mirза Sharīrufūd ibn Hūseyйн, played by Nikītin Đheer, demonstrations an impressive beginning for a novices, and his portay as the formidabng warrior whos",34.5955,454278835,216,EA==
14684,Lenny is a misfit too but harmless in his own way.,BX2NJYBoWrjiQY8wAA==,BX2NJYBoWrjiQY8wAA==,"It's always impresses me when movies are completely ostraCIzed by critics, it's like a movie black hole, where the artistic intentions and efforts go in but never emerge as something worth",21.1147,3696503020,104,Ahg=
14685,Shy of nature he can't keep an appointment with the girl in the coffee shop.,dKDFrGdFJZuLAOIg6A6iAA==,BvZRK3+YL3k3tyQUiIFyYA==,"It could go both ways for him, but I found his latest project poorly made, but sort-off entertaining in random moments similar to a purplen patch.  Michellle Yeoh's excellence, amazing and athletics prescence really makes Magnifient Warrior a enjoyable and entertaining movie",20.0636,2708605524,128,EqAA
14686,Lenny lives in a fantasy world of films and videos and he can recite the names of all the directors.,h5oQrAEIU6KimMq4jQwjHig=,B52NISAoe9l74ymRHBAzLQA=,"The tale is entirely fresh in this captivating account, unrelated from the first. He perseveres through approximately six minutes before succumbing in that first one, but the writers completely ignored this trifecta. ATTACk the GAS STATION is a visually stupefying movie from the",20.8085,2734670800,136,iRGA
14687,(This never-ending recitation done with a dead pan expression is an unexpected bonus and really got me laughing!,CtcVtj8gHGhHLItyOZ4Jg6BACnqSYJgA,CtcVtj8gHGhHLItyOZ4Jg6BACnqSYJgA,"As there’s little tension created, it’s just way too much time to drag. You find yourself empathizing more towards his situation, which is a major turn-on. The struggle takes hold through two groups of teenagers that have vastly differing notions about what cool is. Each group has unique ideas regarding how to handle these new subcULTureS entering Senegal",22.7445,3680257181,192,JgA=
14688,"}I like the dialogue.It's sparse, direct, tense, cutting, provoking.",KrbVBAaklxKkjiKCdyFny5HasA==,CJJEBVIvRr3Qp9dXk9R5o0G3aA==,"Oh, I hear right from the grapevine, they're All scoring jobs at that plush country club.  the Ensemble cast is on fire! Highly recommended for great laughs!  The comedy is off the chain throughout and personalities shine bright!  Don’ t sleep On it.  Smoking! Hot comedy.",25.6942,3076980971,152,Rg==
14689,But it's the body language that threatens.,A2SiBrtnEOXA,A2SiBrtnEOXA,"The set design was quite pleasant as well, unfortunately that's all the positivity you'll get. Johnson approached it with slightly crooked methods to fine tail the cinematic physics just",13.7333,2263823080,72,LiBgAA==
14690,Kim Bodina is an expert at revealing the innermost thoughts of his being.,JxhHEjULCX2cTXckTG4G,BrUGvW6j9GSwW5PQWtgG,"With what? ""Your Knives"". In what way?  The Story then serves as a direct re-make of its initial one with Tony trapping doll in case, cut herself while tried to grab the Knives when Doll Saws away for case's end. Aspect from the technical aspects of directing",20.1471,454711274,120,IA==
14691,You can feel the tense atmosphere boiling within him.,BCYAEhScNKnH0A==,BCYAEhScNKnH0A==,"Oh, Predator. Such a classic '80s action flick. Just, uh, it'll be a shame if anyone thinks Derek Jacobi and that c",14.7868,4246201914,80,kEIAKoIo
14692,You know full well that something terrible is about to happen.This is drama plus.,hhACgFsaMc1FvVyYTXA=,BhYUlM/V5Cls0Y0VWCg=,"Moore is pure genius...just see for yourself and you'll understand.  Hemingway's portrayal, meanwhile, falls short on every front. I recall how charming and passionate Doris Days, who adored animals, declared the initial presentation had been ""an event to",14.9664,1834550639,112,JAOAggCA
14693,I can hardly wait for the third part of the trilogy.,ErIwHCkLf0A=,AyPf6DHyVYA=,"Coincidences...It'll never fade in my soul even if I mellow with time and age, little by litte! Mr.,  I didn't",18.9076,3269205914,64,AL0kBAA=
14694,Bleeder is in all terms a masterpiece.It bites.,levsocIIJCe2AcFTygyQ,BrQDPb5OdkyXaeh1BvHu,"This film earns several stars from me merely due to *that* of course, even though most people prefer the charming Murphy.  Metropolitian"" features quotes galore, including wiser yet not-quitesmart young minds behind the smirk.   /output",26.4847,3896867528,120,ijMOoKwAADIGqUGKEA==
14695,"It bites the viewer throughout.Covering the lives of a group of young Danes it touches you adherently.It`s raw and it`s alive.Subtle yet violent, it gently and beautifully says a million things in single frames, single dialog, single sounds and visions.Be warned; Bleeder is explosive and even gory in parts, but never unjustified.",DtNFxcokEAYoXlPDyUpjT8mG8KmDEN2GGkRAlLQkJAA=,DtNFxcokEAYoXlPDyUpjT8mG8KmDEN2GGkRAlLQkJAA=,"The plot is simplicity itself.  Just prior to dying, their dad develpd an avant-garde GPS technology that might alter everything.  Do we neede tp press the butten? Or do we not ?.  It's just like he left a hidden puzzle in the form of a cutting-edge Gps technology for us  to solve after him. It might be a game changer for manKind . The mystery surrounding this new tecnologoy is only piqued further by the",33.5253,3429667426,256,JgZIlA==
