sentence_id,plaintext,enc_bits,enc_bits_wo_ef
12539,"Benicio del Toro's performance was all right, even though (or: because) he seemed to think he was in a remake to the 'Usual Suspects'.",KbWIpLIWthG7aQzuxTYauAM8AMTKUSEDQA==,C24KL2gSOBScdA8nBDgdyqllVa8IQX6pAA==
12540,"In all, if you see only a hundred movies this year, don't let this one be one of them.",RpLnwH16F4UnjEI0UpegYA==,Bv00iPJf6RRhlRMEE613AA==
12541,"I have to admit, there was something really undefined I loved about this movie.",RXHrLNawUVx8QRGI,BSPWSFOI3JUuq6s4
12542,"Yeah the script needed a little work, and maybe the actors could have done a tit bit of a better job.",CGCEUMIk3CBiAAWrLMlv3jfAQA==,CGCEUMIk3CBiAAWrLMlv3jfAQA==
12543,But overall it really touched me in that sweet/sadistic way.I mean that's what we all want right?,3XlshO7Qm4NIKGRHVUQGbFv0kyg=,CTSlQ5qVeUcudG2JrZYpmsIXrgQ=
12544,"To be cared about, and it just shows how far sometimes people will go for it.",Bu5LUGQ4briWRJgvIsnCgA==,Bu5LUGQ4briWRJgvIsnCgA==
12545,And OH YEAH Benicio Del Toro is such a triple threat..,BjCgBilDBN3AR/LH04Q=,BjCgBilDBN3AR/LH04Q=
12546,"He's extremely hot, He's Italian and he's an amazing actor.",9hidBjQQJoyFmRSQ,BRTWkfiJzUMKFpTI
12547,"So whatever movie you put him in, it has a really good chance of touching someone.",BlFFNMdxCQhESOhW9QgA,BlFFNMdxCQhESOhW9QgA
12548,Overall I give this movie a 7.I think it deserves at least that.,pFcjwCM9wWZHILsI,BRbAlenYc/RYckTg
12549,"A really lousy movie.Alicia Silverstone needs more than her ""cute"" looks to recoup the producer's money.",3YB2uCdVcH0IxUCVm4ITlYiuwsbA,CZBXDW7NVJ47ECP4oCt84+MkKGjg
12550,The dialogue ranges from incredibly dumb to hilariously stupid.,BAkQGfTIGnsgUA==,BAkQGfTIGnsgUA==
12551,Director Marco Brambilla was out to lunch on this one.,BbDINxaEhU2y0xihEA==,BbDINxaEhU2y0xihEA==
12552,"Don't watch this film, read the phone book.",A7aSA2z7AEmQ,A7aSA2z7AEmQ
12553,"When I rented this movie, I didn't have too high expectations to what it was going to be like, but even so I must admit I was disappointed.",5sSuhAVC3849BmNLgaDOIMA=,B3WCUIZC7n9cOKehxmk7wcA=
12554,"I wanted to watch this movie, part because I enjoyed the easy going humor in ""Clueless"", and part because I like Alicia Silverstone as a young actress.",KCMwSWFekQgjiw0cvxUZ6c8KLXgPQ9A=,CoPAXtRN6/V8o/FPZrvhiwwIJGAMVkA=
12555,But neither of these two reasons were enough to make me like Excess Baggage at all.,BnSgG5DrwBuCOCs9LywA,BnSgG5DrwBuCOCs9LywA
12556,"The movie lacks a good plot, and is rather boring after a while.",twHeoNECaIaQJjsA,BMkmJpQ9/TR4ggwA
12557,"All though Silverstone put up a half decent performance, Benicio Del Toro didn't get his role together, and stood out like a sore thumb.",C2RtPPU65pJz9IWxJgpBQxMkEseimRowAA==,C2RtPPU65pJz9IWxJgpBQxMkEseimRowAA==
12558,A good tip: don't waste your money OR your time on this boring and dumb movie...,BuBQCbrjmWSCDSXL7CbjQA==,BuBQCbrjmWSCDSXL7CbjQA==
12559,"This is, without a doubt, one of the two worst movies I've ever seen (at least movies that were supposed to be ""good"").Alicia Silverstone, usually a decent actor, is simply annoying in this film.",DDfBCAg501An6EXWhAooYoSrDmjd5hLBEUA=,DDfBCAg501An6EXWhAooYoSrDmjd5hLBEUA=
12560,The usually excellent Benicio del Toro turns in an embarassingly bad turn as the love interest/kidnapper.,/k6c1sQS0JpAzCdygbICA1ObYJwA,CWnb1H3PxRilspF5UBJTEKlGeZRA
12561,"In fact, the only actor of any importance here who performs reasonably well is Christopher Walken (who is the lone bright point in this complete waste of space.",qcfQWauelEYZS+MGACFN4r8YQQZqHyqg,Cw1NBnBo0io0wr65RpLJ4XgyzGFD8C3w
12562,")The plot is convoluted, flighty, and downright dumb.",dpEAn0ckn+Ni8oEMkgA=,BdxcjGjeDhzPRIUP1IA=
12563,"The audience has no empathy whatsoever with any of the characters, especially with Silverstone's, nor is she even a ""cool"" bad guy.",CslBtUWCJukME7EpGbAgz1oG9ggYH90A,CslBtUWCJukME7EpGbAgz1oG9ggYH90A
12564,"In the end (indeed, 10 minutes into the film) not only do we not care at all what happens to her, but we rather wish Walken would just lose his cool, lock her and del Toro in a closet someplace, and dance away into the sunset to a Fatboy Slim song.Thank god del Toro got his role in Traffic, because this quite easily could have wrecked his career.",ejwEKkQ0AT26dYseC62QgYjMeijqOoPsVjmsoCDXLPw=,Dy0rFHJcXf6Z1pgJB3wk5akDRHjnwAIYZUA6yvpG/Hw=
12565,"I don't recommend anyone see this film, unless you are just begging for ways to waste your money and torture yourself.",VGAxgugACiyFS+PbcA4isIgA,B8Pg84iIhHAGE4U+RE8wIt0A
12566,"I only paid $1.00 to see this movie, and I still felt ripped off.",BPPMg9A7gRIxeXUA,BPPMg9A7gRIxeXUA
12567,"I stuck around, assuming it would get better, or at least hoping I could laugh at it's badness, but neither happened.",vrYSsLcioZZI3FVsOOFAGAEqj39g,CXPDJaFdbxXVbI1LC5P1hrQigG5A
12568,"It was not cheesy enough to laugh at, and it was so terrible I actually experienced physical pain while watching it.",lG6cAmIKnzhKFUI9q+KKadg=,B7NbWOToAi2huDvtIGNvIbA=
12569,The talents of Del Toro and Walken were completely wasted in this lame excuse for entertainment.,BugIBrR5BRoAjjZ7CmxSgA==,BugIBrR5BRoAjjZ7CmxSgA==
12570,"When I began watching this, I thought it was pretty strange.",A8WCZZTcUD1EAA==,A8WCZZTcUD1EAA==
12571,"I wasn't going to sit through the whole thing but I decided to, since I really had nothing else to do, but I'm glad I did.",B0PTgQiJCGNRTKmpwHzcAAA=,B0PTgQiJCGNRTKmpwHzcAAA=
12572,"It's pretty different, to say the least.",E/LBqRFUgA==,AqN+zh5nAA==
12573,"But it left me feeling happy and satisfied.Silverstone's acting, in my opinion, is mediocre.",CESiJpSTquEagmSaMmiWI5K9AA==,CESiJpSTquEagmSaMmiWI5K9AA==
12574,I've never been a big fan of hers.,IiM0HHgEYA==,AoPFT5/60A==
12575,"I don't know what it is about her, she just rubs me the wrong way.",EjoQDpPm5WKsgA==,A9PgCx1EubzIgA==
12576,"Del Toro, however, aces it, as per usual.",F2lHwJvpwHbA2yGqCA==,BbGFfxKxf6SAkj7MDg==
12577,"(I love his dark, brooding eyes and the way he mumbles.",5KwUZGKjMOgQs9wQwA==,BYcU+m7xkiOGvK2oUA==
12578,"Maybe it's just me :P )All in all, I recommend it.",pc4jg3hRSwH2yAYA,BPZ1I+kCoV8ykpVg
12579,"Even if you're a little skeptical at first, try it out.",AyJNDjCYHlA=,AyJNDjCYHlA=
12580,"Okay, so people might think I'm crazy for voting this 10 out of 10.",xXHAtgGSwCqlmAYQ,BSbZm7gQVDhb+d2I
12581,The usual response and comment everywhere I look seems to be a negative one.,hZxKBVUgnpPt4iA4cA==,BZnT1oOjPa5DoYG5yA==
12582,"But I was sitting here the other night, we just moved into a new house.",BTSmZHgy+i8CRXkk,BTSmZHgy+i8CRXkk
12583,"I love the new environment, and I was ready for the new year.",xPwL15CLyJADApA=,BLPP2SZaUkNRceg=
12584,"I was up late, as always, and this movie came on TBS.",RXHIGGzMwQn1zg0g,BSP3boSEiZD6aIV0
12585,"I had just watched Clueless with Alicia in, and I thought if I could stay awake long enough, I would watch this.",HDIpck02QTaA/w7sQAcgw2Qg,CCPOXHYkfiT/VfS3gAXAgkfA
12586,"I love Walken and Silverstone, but had never seen Toro in much.",lObK09ABIr4gnODGqbHFiQA=,B0PPUjIz8Nsb80w3BideUAA=
12587,"So I started watching it.I thought at first it was funny, hilarious, and enthralling.",BjFCSZQn6UEQc0pRzuI=,BjFCSZQn6UEQc0pRzuI=
12588,"The way the girl tied herself up and put herself in the trunk, and was extorting her dad for money.",B6gxh1S+LtClW7CoSlxMZzQ=,B6gxh1S+LtClW7CoSlxMZzQ=
12589,I first thought she really wanted the money.,8l1URzDAE1QA,A3P9F1W3T0lA
12590,"Then I figured out it didn't matter, she wanted attention.",BICQr0+4gCEApUA=,BICQr0+4gCEApUA=
12591,It was a cry for help.Then I see sexy del Toro steal the car and freak out when he opened the trunk and saw her in there.,HmrwzoXyjJ1gzQi5TmCAAOytaKRqPC7OIA==,C7NfdPlc9xZAifDRi78AALc2TzhMKDSLwA==
12592,The scene where Uncle Ray (Walken) saw she framed her fire news article...was hilarious and brilliant.,DBmWsFzBBzqDIhtDaTj9i902XwgsqO1SAJA=,DBmWsFzBBzqDIhtDaTj9i902XwgsqO1SAJA=
12593,"And the scene at Knotty Pines where she said ""you don't have to be drunk to kiss me""...and he said ""I'm not drunk""...absolutely brilliant.",C4ClBYwCJYwQKVRiisB2y7GRGfIw1bEPgA==,C4ClBYwCJYwQKVRiisB2y7GRGfIw1bEPgA==
12594,"Not too much love scene, then the scene the next morning by the lake was touching.",B4pFbVRYgVVzXWhkoQDiUTA=,B4pFbVRYgVVzXWhkoQDiUTA=
12595,"I loved it whenever he's talking to her dad, and he says, ""Are you telling me I've only known this girl two days and already I care more about her than you do?""",GiosQOCK1F8zOmJLxqoYLoMlzPMl0IhyPxI=,DDPIf0DzZ5Xd07xyhMwQNP3GiKI5YPBcKhw=
12596,Wonderful.And the scene at the end of the movie...I TOTALLY knew he was in the trunk.,CCJIh2RgHd/UYcNXFNoYYuJ4,CCJIh2RgHd/UYcNXFNoYYuJ4
12597,"And they're sitting there in the trunk and he says ""what a view""..she says ""What makes it a view?""",CTCgNG0Zbn24icGsDZOY3KBYG5I=,CTCgNG0Zbn24icGsDZOY3KBYG5I=
12598,"he says ""You"" and then Dave Matthews starts playing ""Crash Into Me""...perfect song, then he goes to kiss her and he does that ""come on, come on, come on, come on, come on"" thing...and they close the trunk.",DyMhWWIArtNHhKQ2yQKXeu+4QQYXGEPdM4MsYdrUiJQ=,DyMhWWIArtNHhKQ2yQKXeu+4QQYXGEPdM4MsYdrUiJQ=
12599,"Perfect ending.Okay, so I loved the movie.",RMMABIchJWgAQgA=,BIu7v3AjFCqq7MA=
12600,"I think that's clear.But if any person watched this and hated it, they need to go back and watch it again without thinking too hard about it.",HbIHGxCu1BxHO2QxVEzjwsVObKw=,CSP6Eh80mBeF0kfeZ4i9fIZ0SMg=
12601,You won't hate it then!,gsTCr8XCBAA=,AsYEq26sqAA=
12602,"Okay, so it's kind of a stock movie story with stock characters but what really makes it a view-more-than-once flick are the characters, especially Benicio Del Torro who puts in another stellar performance.",DubZmhExp8TxnPVshQIDRCGbU7A0wocWesZdF5RHkkA=,DubZmhExp8TxnPVshQIDRCGbU7A0wocWesZdF5RHkkA=
12603,"Del Torro's character, Vincent, was the only non-stock character in the film and I'm convinced that Del Torro made Vincent all that he was -- no matter how good the writing & directing.",jexklL4odE6qgMtnGSLTZZ5YaFlAZiwuzYDG2FEA,DeGFEa+H870Xl1w7IgDTtihwGEEBZ0tlqCjuNmdA
12604,I never get tired of Christopher Walken and his Christopher-Walkenisms so I found him bonus in the flick.,39dwQbKUcGqGObdinAA8TjhOAoQ04g==,CjPwSsFjGysvRxigPiAU03mgOpefoA==
12605,And who is this superb gangster Nicholas Turturro (Stick)?,B2CgQ4GaKUrCvlMQFZrvNUA=,B2CgQ4GaKUrCvlMQFZrvNUA=
12606,"Again, a so totally stereotypical character, but Turturro's seamless, peerless delivery made me perk up in anticipation of how he would deliver his next line every time he showed up in a scene.Something else I loved about this film were the ""tight"" images.",DvYmGzNEsEDM6FQTzmKWO64S8H247lEkIwncbEjlBEA=,DvYmGzNEsEDM6FQTzmKWO64S8H247lEkIwncbEjlBEA=
12607,I think the quality of the air in coastal Washington(?),xQPC4AsDSHcRLsdgAA==,BVP7nfAujN7s4sf0gA==
12608,"gave the film a solid, high resolution look.",xIWakGbnhJhAS+MA,BM3H9Kd9W6yf48IA
12609,"But things like the car storage facilities not being your ordinary chop shop garages contributed to that ""tight"" imaging.",C+Sn5+jWsoNKJ4Jg+g1lu8AR5JUkI4MGXkA=,C+Sn5+jWsoNKJ4Jg+g1lu8AR5JUkI4MGXkA=
12610,"Even having the cars covered in plastic was a ""tight"" consideration.",RshofTDCLMEUXzMhQteE,BqJMtlWblZidh0dUAvgE
12611,"As much as I'm not a big Alicia Silverstone fan, her face extrapolated this tightness.A serious detriment to the movie was the terrible weakness & implausibility of everything to do with the police -- their acting, their entire investigation activities, the chase scene, their placid acceptance of ""Uncle Ray"" at the final abduction site.",LNZNUjiYCMRJgyFJZI9mfGxFbvLHKmDI4FHIhqT/Y8g=,DxLxF8of9a+h/CuhL1ktMHBRJz2sItWg1RT1+IWZKaA=
12612,So strike that stuff from your memory and focus on Del Torro's acting.,B4FKBBwDcxAAyNtRJNXr5RA=,B4FKBBwDcxAAyNtRJNXr5RA=
12613,"Thankfully, the cops don't impinge much on the story.Overall, I found this to be a very enjoyable film that I will *definitely* watch again.",KPFVYxpao7pJkAqCQRA2IajJ4vwopoA=,Cmu7g+LiKcheFV39AUA4K3WhgmV10gA=
12614,I own this movie...I think it's a fun movie to watch.,Vi6g9hgCMKAmQCA=,BHP/UQAD4S0VLQA=
12615,"Before this movie I never cared for Alicia Silverstone, but after this I appreciate her a lot more...especially now that I know she created it.",/icJARYdK1EYbCFUIBkiRHDViYA=,CTSEtRmmp18zBQL7Mu6BiMk3hHY=
12616,This also was the first film I saw Benicio del Torro in...and I think he is fabulous!,VAAO5nREAcwSapc70KAUDCA=,B4eMfGGeH3/iakHOeLStJZA=
12617,His quirky behavior...and the comedy added in...made the film fun to see.,xxwJOb5HNWADwrynEWMFQ4A=,B23Ox+tkrVKurDnBWbRso8A=
12618,Throwing in Christopher Walken as Emily's uncle and Harry Connick Jr. as Vincent's friend helped spice up the story.,CTujROvaQAd0iCKNhgqsQD1EMMA=,CTujROvaQAd0iCKNhgqsQD1EMMA=
12619,I liked the story of a spoiled rich girl faking her own kidnapping to only end up with a very experienced car thief...and having them fall in love...it's sweet and funny!,zXSJH+L5bB4HQhKDATbDQ5vT5pOTbphRgVtAPCA=,DaPMLdD7KiTNEv65z5xg68KFGn+wJ8HzWL2sgkw=
12620,... or should it be 'Thelma and Lewis'?!,hbMALtCIoWap+I/FAA==,Bba2mEjAYQeuVtkcHA==
12621,"?Basically this movie is mindless fun - something that may have you chuckling once or twice and rolling your eyes a few times, as well.... Nobody is on their best behavior in this light and slightly campy film.",Tmn5ikcQOVhagtXX2pTw1G6hmvQJjCQ6pM0KRhnYAA==,DoHn9RZ3TYBfdY0HoJ0i+9OYG0AJHfuCjA3XNU0IgA==
12622,You've all read the plot summary - Rich brat kidnaps herself but gets more than she bargained for when her car is stolen from the garage and romance ensues.The cast is very good in all their places.... Silverstone plays a spoiled rich brat that wants desperately - DESPERATELY - for her father's love and attention.,WUDZj8X3xaF/ElxOEdP4+ZcEcIZoKQkdlESMUCE2WA==,DpYOFDr123bGe9UmeQ2ILCeAWq6ll3mOB/iAZludsA==
12623,But daddy is too busy with his business life and dealings - some of which are not on the most 'up and up'...,CqSoScyt6aTWiRBaVvxgpuUSgsMeGCQ=,CqSoScyt6aTWiRBaVvxgpuUSgsMeGCQ=
12624,"While he's no Mafia Don, it's hinted that he's not the cleanest business man in the world.... Walken is daddy's 'enforcer', who seems to help in some of the shadier deals that daddy makes.",uqaLEK5IdKsqYJofTzg0zjKOCG/SJ06qlBV6cNYCH4A=,Dwqde+uBYZA1Ne9UCXplOdxMQNH4Vl82fMhH9HEnUGA=
12625,"But, Walken has a decent relationship with Silverstone, and seems to be more fatherly in his relations with her...Del Toro plays a high end car thief who steals beautiful machines on order.... You want a Ferarri?",mecSQqyVXR2GEUFfWzUhRRyDNJkt74GqSXCUrBCe2g==,DrSo1Bz6k3p+YB50GcABh5CStaRtJ9kVZMQjFPQfcg==
12626,"OK, we'll get you a Ferarri...!Del Toro is a bit annoying with his slow dialect and dumb founded look.",Dcd2l5JeoPQChQEsgLcAiKHK0fuENjL4Gd0gOCoA,Dcd2l5JeoPQChQEsgLcAiKHK0fuENjL4Gd0gOCoA
12627,Harry Connick Jr. plays Del Toro's 'agent' in the car rip off ring.,CO6hoQE0tVAOdzk4+BA1o2IY+gA=,CO6hoQE0tVAOdzk4+BA1o2IY+gA=
12628,"He does a great job in this role, that I think is one of his first.Overall, the movie is fun.... sure, it's not the greatest comedy (romantic or otherwise) on the face of the planet, but it's decent fare - a decent way to burn a few hours....",DqTTOylCEGzOJxxDRbgcqIxrEF7Hsd0cNxxQW2MTgA==,DqTTOylCEGzOJxxDRbgcqIxrEF7Hsd0cNxxQW2MTgA==
12629,"If you're a Sliverstone fan, you'll probably like this one....",pAIuEMPUMXEerJTyAA==,BVKKnzaMGHOU5F42AA==
12630,"If you're a Del Toro fan - well, he's just himself - with a bad speech pattern.",CFKK4u9KtJ5SFhVNsKAoYEdSAA==,CFKK4u9KtJ5SFhVNsKAoYEdSAA==
12631,"Walken is his typical bad guy self, and shines.Overall, I'd give it a B....",nbtnQwgQimMDTRCSfoMZaZJ0U1Q=,CSSe4xMMAEJANik1YZxyPN945Xw=
12632,"This Benicio Del Toro's Funniest role next to ""The Usual Suspects"".",ZtW2qCZqBwUG4RIZKKd1xoA=,B2e8vpFh5yNkPWv0lhiwBwA=
12633,The scenes with Benicio and Christopher Walken are priceless.,loMME7JGMOIU6TOg,BPkO7DBLlNcwflyA
12634,"If you like Ironic Humor, you'll love this film.",A9KG/JAwwsHKAA==,A9KG/JAwwsHKAA==
12635,"It's boy meets girl, boy falls in love with girl, girl Ruins boys life and they ride off into the sunset together.",B9NwYq0JdAyf02iGPiYILRSA,B9NwYq0JdAyf02iGPiYILRSA
12636,"After first watching this movie, I wasn't too impressed.",A1Dq4w+IYnaA,A1Dq4w+IYnaA
12637,"But after the 2nd and 3rd time, I love it!",BESgT+HmBoBipwA=,BESgT+HmBoBipwA=
12638,Something about the movie makes sense.,IhgmSZsPlA==,ArV4XhwMug==
12639,"Watch at least once, but go back for more if the movie pops in your head.",BlaIakg3IOhoH+YReyAA,BlaIakg3IOhoH+YReyAA
12640,This is no Bonnie & Clyde.It's not some huge feat in movie-making.,hrFyUjMwll0ccGgW5yDo,BrfFl6SUAl9DM1tNqopi
12641,It's not supposed to be; it's just a cute little comedy.,N+RgFiZXbDdQEoA=,BFNmepy3oC4Zg4A=
12642,But it's cool.It has some very clever dialogue & fine acting.,BySiAbGIc0xQtROezg7YlA==,BySiAbGIc0xQtROezg7YlA==
12643,Benicio del Toro looks better than he's ever looked in any movie here.,pYANLBuopIduQDw=,BK4KL2a5w8UdSCw=
12644,Walken is delightful.Alicia Silverstone plays the pouty brat well - she's supposed to be a little annoying.,CpSe4xNMipUFlINK0DwbfIE5iagjHzA=,CpSe4xNMipUFlINK0DwbfIE5iagjHzA=
12645,It's a fun romp.,AmNhIbhQgA==,AmNhIbhQgA==
12646,How many bad reviews have I read of this movie?,clwCQt2Fg7KA,A3FyEaLlp8wA
12647,Way too many...I decided to see it anyway since I'm one of Alicia's biggest fans.,5jcatyEMmSbh2ICCFTBdV1g=,B7rboDLvjYDULnSM5PCu8iA=
12648,"By the way, if you listen carefully to all of the dialogue in this film, you will probably notice that this is her most personal film to date.",RxCKHRQJJw2H5bRW0oZZzoA=,B2bkWJ3UYRxD2DckmzUJWwA=
